"id","Game","Player","Opponent","Map_Draft","Civ_Draft","Player_Civ","Opp_Civ","Winner","Loser","Map","Time","updated","Winning_Civ","Losing_Civ","Stage"
1,1,"TaToH","Terz","FTHZS","lpIJy","Bohemians","Mongols","TaToH","Terz","Quarry",2024-01-23 19:00:00,"2024-02-09 09:09:47","Bohemians","Mongols","Qualifier"
1,2,"TaToH","Terz","FTHZS","lpIJy","Poles","Georgians","Terz","TaToH","Gold Rush",2024-01-23 19:00:00,"2024-02-09 09:09:47","Georgians","Poles","Qualifier"
1,3,"TaToH","Terz","FTHZS","lpIJy","Hindustanis","Incas","TaToH","Terz","Slopes",2024-01-23 19:00:00,"2024-02-09 09:09:47","Hindustanis","Incas","Qualifier"
2,1,"deaKer","Sora kuma","cMdvB","lhxot","Malay","Incas","deaKer","Sora kuma","Quarry",2024-01-23 23:00:00,"2024-02-09 09:09:47","Malay","Incas","Qualifier"
2,2,"deaKer","Sora kuma","cMdvB","lhxot","Byzantines","Persians","Sora kuma","deaKer","Cross",2024-01-23 23:00:00,"2024-02-09 09:09:47","Persians","Byzantines","Qualifier"
2,3,"deaKer","Sora kuma","cMdvB","lhxot","Mongols","Bohemians","Sora kuma","deaKer","Gold Rush",2024-01-23 23:00:00,"2024-02-09 09:09:47","Bohemians","Mongols","Qualifier"
3,1,"F1Re","Rubenstock","qCIQA","HKvRH","Byzantines","Persians","F1Re","Rubenstock","Islands",2024-01-25 20:00:00,"2024-02-09 09:09:47","Byzantines","Persians","Qualifier"
3,2,"F1Re","Rubenstock","qCIQA","HKvRH","Incas","Celts","F1Re","Rubenstock","Gold Rush",2024-01-25 20:00:00,"2024-02-09 09:09:47","Incas","Celts","Qualifier"
4,1,"DracKeN","TeMo","HJiSc","isgPP","Goths","Saracens","DracKeN","TeMo","Quarry",2024-01-26 15:00:00,"2024-02-09 09:09:47","Goths","Saracens","Qualifier"
4,2,"DracKeN","TeMo","HJiSc","isgPP","Chinese","Khmer","DracKeN","TeMo","Mudflow",2024-01-26 15:00:00,"2024-02-09 09:09:47","Chinese","Khmer","Qualifier"
5,1,"Vivi","Rayz","HpIyI","GxOyP","Bohemians","Cumans","Vivi","Rayz","Quarry",2024-01-24 14:00:00,"2024-02-09 09:09:47","Bohemians","Cumans","Qualifier"
5,2,"Vivi","Rayz","HpIyI","GxOyP","Portuguese","Sicilians","Vivi","Rayz","Islands",2024-01-24 14:00:00,"2024-02-09 09:09:47","Portuguese","Sicilians","Qualifier"
6,1,"Kasva","Target331","IWqeT","cnQGV","Malians","Slavs","Kasva","Target331","Slopes",2024-01-26 11:00:00,"2024-02-09 09:09:47","Malians","Slavs","Qualifier"
6,2,"Kasva","Target331","IWqeT","cnQGV","Saracens","Armenians","Target331","Kasva","Islands",2024-01-26 11:00:00,"2024-02-09 09:09:47","Armenians","Saracens","Qualifier"
6,3,"Kasva","Target331","IWqeT","cnQGV","Malay","Persians","Kasva","Target331","Cross",2024-01-26 11:00:00,"2024-02-09 09:09:47","Malay","Persians","Qualifier"
7,1,"Hearttt","Kongen_42","UGqsU","PmmXA","Magyars","Malians","Hearttt","Kongen_42","Mudflow",2024-01-26 18:00:00,"2024-02-09 09:09:47","Magyars","Malians","Qualifier"
7,2,"Hearttt","Kongen_42","UGqsU","PmmXA","Byzantines","Japanese","Hearttt","Kongen_42","Cross",2024-01-26 18:00:00,"2024-02-09 09:09:47","Byzantines","Japanese","Qualifier"
8,1,"Dr.Kozmonot","gkt_cloud","GMcUq","rPpOP","Hindustanis","Incas","Dr.Kozmonot","gkt_cloud","Arabia",2024-01-26 16:00:00,"2024-02-09 09:09:47","Hindustanis","Incas","Qualifier"
8,2,"Dr.Kozmonot","gkt_cloud","GMcUq","rPpOP","Magyars","Romans","Dr.Kozmonot","gkt_cloud","Mudflow",2024-01-26 16:00:00,"2024-02-09 09:09:47","Magyars","Romans","Qualifier"
9,1,"TaToH","Sora kuma","xuJjY","CuZfP","Byzantines","Armenians","TaToH","Sora kuma","Islands",2024-01-31 12:00:00,"2024-02-09 09:09:47","Byzantines","Armenians","Qualifier"
9,2,"TaToH","Sora kuma","xuJjY","CuZfP","Hindustanis","Persians","TaToH","Sora kuma","Arabia",2024-01-31 12:00:00,"2024-02-09 09:09:47","Hindustanis","Persians","Qualifier"
9,3,"TaToH","Sora kuma","xuJjY","CuZfP","Chinese","Chinese","TaToH","Sora kuma","Mudflow",2024-01-31 12:00:00,"2024-02-09 09:09:47","Chinese","Chinese","Qualifier"
10,1,"F1Re","DracKeN","ckJPr","NkkTE","Chinese","Franks","F1Re","DracKeN","Mudflow",2024-01-30 20:00:30,"2024-02-09 09:09:47","Chinese","Franks","Qualifier"
10,2,"F1Re","DracKeN","ckJPr","NkkTE","Italians","Dravidians","F1Re","DracKeN","Islands",2024-01-30 20:00:30,"2024-02-09 09:09:47","Italians","Dravidians","Qualifier"
10,3,"F1Re","DracKeN","ckJPr","NkkTE","Georgians","Cumans","DracKeN","F1Re","Gold Rush",2024-01-30 20:00:30,"2024-02-09 09:09:47","Cumans","Georgians","Qualifier"
10,4,"F1Re","DracKeN","ckJPr","NkkTE","Incas","Chinese","F1Re","DracKeN","Arabia",2024-01-30 20:00:30,"2024-02-09 09:09:47","Incas","Chinese","Qualifier"
11,1,"Vivi","Kasva","Wnetc","rjTws","Hindustanis","Mayans","Vivi","Kasva","Arabia",2024-01-30 14:00:20,"2024-02-09 09:09:47","Hindustanis","Mayans","Qualifier"
11,2,"Vivi","Kasva","Wnetc","rjTws","Magyars","Chinese","Kasva","Vivi","Mudflow",2024-01-30 14:00:20,"2024-02-09 09:09:47","Chinese","Magyars","Qualifier"
11,3,"Vivi","Kasva","Wnetc","rjTws","Japanese","Malians","Vivi","Kasva","Cross",2024-01-30 14:00:20,"2024-02-09 09:09:47","Japanese","Malians","Qualifier"
11,4,"Vivi","Kasva","Wnetc","rjTws","Slavs","Lithuanians","Vivi","Kasva","Slopes",2024-01-30 14:00:20,"2024-02-09 09:09:47","Slavs","Lithuanians","Qualifier"
12,1,"Hearttt","Dr.Kozmonot","kZVUF","oaKOu","Malay","Georgians","Hearttt","Dr.Kozmonot","Quarry",2024-01-31 19:00:00,"2024-02-09 09:09:47","Malay","Georgians","Qualifier"
12,2,"Hearttt","Dr.Kozmonot","kZVUF","oaKOu","Byzantines","Malians","Hearttt","Dr.Kozmonot","Cross",2024-01-31 19:00:00,"2024-02-09 09:09:47","Byzantines","Malians","Qualifier"
12,3,"Hearttt","Dr.Kozmonot","kZVUF","oaKOu","Berbers","Incas","Hearttt","Dr.Kozmonot","Slopes",2024-01-31 19:00:00,"2024-02-09 09:09:47","Berbers","Incas","Qualifier"
13,1,"TaToH","F1Re","EqUTG","wOiWr","Mongols","Magyars","TaToH","F1Re","Slopes",2024-02-05 14:00:30,"2024-02-09 09:09:47","Mongols","Magyars","Qualifier"
13,2,"TaToH","F1Re","EqUTG","wOiWr","Japanese","Persians","TaToH","F1Re","Cross",2024-02-05 14:00:30,"2024-02-09 09:09:47","Japanese","Persians","Qualifier"
13,3,"TaToH","F1Re","EqUTG","wOiWr","Hindustanis","Malians","TaToH","F1Re","Arabia",2024-02-05 14:00:30,"2024-02-09 09:09:47","Hindustanis","Malians","Qualifier"
14,1,"Vivi","Hearttt","LNiKT","pyJPE","Bohemians","Hindustanis","Hearttt","Vivi","Slopes",2024-02-05 15:00:00,"2024-02-09 09:09:47","Hindustanis","Bohemians","Qualifier"
14,2,"Vivi","Hearttt","LNiKT","pyJPE","Georgians","Malay","Hearttt","Vivi","Gold Rush",2024-02-05 15:00:00,"2024-02-09 09:09:47","Malay","Georgians","Qualifier"
14,3,"Vivi","Hearttt","LNiKT","pyJPE","Teutons","Franks","Hearttt","Vivi","Mudflow",2024-02-05 15:00:00,"2024-02-09 09:09:47","Franks","Teutons","Qualifier"
15,NA,"TaToH","Hearttt",NA,NA,NA,NA,NA,NA,NA,2024-02-10 14:00:00,"2024-02-09 09:09:47",NA,NA,"Qualifier"
16,1,"Vinchester","CHELOOO","hibZQ","vAaTj","Romans","Mongols","Vinchester","CHELOOO","Arabia",2024-01-22 14:00:00,"2024-02-09 09:09:47","Romans","Mongols","Qualifier"
16,2,"Vinchester","CHELOOO","hibZQ","vAaTj","Armenians","Armenians","Vinchester","CHELOOO","Islands",2024-01-22 14:00:00,"2024-02-09 09:09:47","Armenians","Armenians","Qualifier"
17,1,"Nahuel05","Ming","mqrcD","zlHrS","Mongols","Romans","Ming","Nahuel05","Arabia",2024-01-26 15:00:00,"2024-02-09 09:09:47","Romans","Mongols","Qualifier"
17,2,"Nahuel05","Ming","mqrcD","zlHrS","Japanese","Georgians","Ming","Nahuel05","Mudflow",2024-01-26 15:00:00,"2024-02-09 09:09:47","Georgians","Japanese","Qualifier"
18,1,"Dark","Somero","qtkox","biGJQ","Dravidians","Italians","Dark","Somero","Islands",2024-01-22 18:00:00,"2024-02-09 09:09:47","Dravidians","Italians","Qualifier"
18,2,"Dark","Somero","qtkox","biGJQ","Japanese","Byzantines","Dark","Somero","Cross",2024-01-22 18:00:00,"2024-02-09 09:09:47","Japanese","Byzantines","Qualifier"
19,1,"The_Dragonstar","Dratek","LRxwV","JZOjp","Japanese","Lithuanians","The_Dragonstar","Dratek","Cross",2024-01-26 17:00:00,"2024-02-09 09:09:47","Japanese","Lithuanians","Qualifier"
19,2,"The_Dragonstar","Dratek","LRxwV","JZOjp","Persians","Italians","Dratek","The_Dragonstar","Islands",2024-01-26 17:00:00,"2024-02-09 09:09:47","Italians","Persians","Qualifier"
19,3,"The_Dragonstar","Dratek","LRxwV","JZOjp","Khmer","Hindustanis","The_Dragonstar","Dratek","Mudflow",2024-01-26 17:00:00,"2024-02-09 09:09:47","Khmer","Hindustanis","Qualifier"
20,1,"Margougou","Ny4JyN","rVKFA","mxXUY","Japanese","Lithuanians","Ny4JyN","Margougou","Cross",2024-01-23 15:00:00,"2024-02-09 09:09:47","Lithuanians","Japanese","Qualifier"
20,2,"Margougou","Ny4JyN","rVKFA","mxXUY","Khmer","Georgians","Margougou","Ny4JyN","Mudflow",2024-01-23 15:00:00,"2024-02-09 09:09:47","Khmer","Georgians","Qualifier"
20,3,"Margougou","Ny4JyN","rVKFA","mxXUY","Armenians","Vikings","Margougou","Ny4JyN","Islands",2024-01-23 15:00:00,"2024-02-09 09:09:47","Armenians","Vikings","Qualifier"
21,1,"Whocl","Monoz","lPTsd","ARTgb","Chinese","Georgians","Whocl","Monoz","Mudflow",NA,"2024-02-09 09:09:47","Chinese","Georgians","Qualifier"
21,2,"Whocl","Monoz","lPTsd","ARTgb","Armenians","Malians","Whocl","Monoz","Cross",NA,"2024-02-09 09:09:47","Armenians","Malians","Qualifier"
22,1,"Mihai06","Yinghua","XFHEa","wxViN","Mayans","Malians","Mihai06","Yinghua","Arabia",2024-01-23 13:00:00,"2024-02-09 09:09:47","Mayans","Malians","Qualifier"
22,2,"Mihai06","Yinghua","XFHEa","wxViN","Armenians","Bengalis","Mihai06","Yinghua","Islands",2024-01-23 13:00:00,"2024-02-09 09:09:47","Armenians","Bengalis","Qualifier"
23,1,"Overtaken","Vodka_L_","QPHNi","etXBS","Hindustanis","Khmer","Overtaken","Vodka_L_","Gold Rush",2024-01-23 17:00:00,"2024-02-09 09:09:47","Hindustanis","Khmer","Qualifier"
23,2,"Overtaken","Vodka_L_","QPHNi","etXBS","Incas","Chinese","Overtaken","Vodka_L_","Arabia",2024-01-23 17:00:00,"2024-02-09 09:09:47","Incas","Chinese","Qualifier"
24,1,"Vinchester","Ming","QSYNW","YICCH","Magyars","Incas","Vinchester","Ming","Arabia",2024-01-31 13:00:00,"2024-02-09 09:09:47","Magyars","Incas","Qualifier"
24,2,"Vinchester","Ming","QSYNW","YICCH","Malians","Teutons","Vinchester","Ming","Quarry",2024-01-31 13:00:00,"2024-02-09 09:09:47","Malians","Teutons","Qualifier"
24,3,"Vinchester","Ming","QSYNW","YICCH","Byzantines","Japanese","Vinchester","Ming","Cross",2024-01-31 13:00:00,"2024-02-09 09:09:47","Byzantines","Japanese","Qualifier"
25,1,"Dark","The_Dragonstar","TwHli","dvTqn","Franks","Persians","Dark","The_Dragonstar","Mudflow",2024-01-30 15:00:20,"2024-02-09 09:09:47","Franks","Persians","Qualifier"
25,2,"Dark","The_Dragonstar","TwHli","dvTqn","Incas","Magyars","Dark","The_Dragonstar","Arabia",2024-01-30 15:00:20,"2024-02-09 09:09:47","Incas","Magyars","Qualifier"
25,3,"Dark","The_Dragonstar","TwHli","dvTqn","Italians","Portuguese","The_Dragonstar","Dark","Islands",2024-01-30 15:00:20,"2024-02-09 09:09:47","Portuguese","Italians","Qualifier"
25,4,"Dark","The_Dragonstar","TwHli","dvTqn","Huns","Slavs","The_Dragonstar","Dark","Slopes",2024-01-30 15:00:20,"2024-02-09 09:09:47","Slavs","Huns","Qualifier"
25,5,"Dark","The_Dragonstar","TwHli","dvTqn","Malians","Byzantines","Dark","The_Dragonstar","Cross",2024-01-30 15:00:20,"2024-02-09 09:09:47","Malians","Byzantines","Qualifier"
26,1,"Margougou","Whocl","OlsVm","Fydwv","Byzantines","Malians","Margougou","Whocl","Cross",2024-02-01 16:00:00,"2024-02-09 09:09:47","Byzantines","Malians","Qualifier"
26,2,"Margougou","Whocl","OlsVm","Fydwv","Portuguese","Bohemians","Margougou","Whocl","Quarry",2024-02-01 16:00:00,"2024-02-09 09:09:47","Portuguese","Bohemians","Qualifier"
26,3,"Margougou","Whocl","OlsVm","Fydwv","Chinese","Chinese","Margougou","Whocl","Mudflow",2024-02-01 16:00:00,"2024-02-09 09:09:47","Chinese","Chinese","Qualifier"
27,1,"Mihai06","Overtaken","FErEx","zHzbM","Georgians","Bohemians","Overtaken","Mihai06","Gold Rush",2024-01-27 15:00:00,"2024-02-09 09:09:47","Bohemians","Georgians","Qualifier"
27,2,"Mihai06","Overtaken","FErEx","zHzbM","Italians","Vikings","Mihai06","Overtaken","Islands",2024-01-27 15:00:00,"2024-02-09 09:09:47","Italians","Vikings","Qualifier"
27,3,"Mihai06","Overtaken","FErEx","zHzbM","Japanese","Malians","Mihai06","Overtaken","Cross",2024-01-27 15:00:00,"2024-02-09 09:09:47","Japanese","Malians","Qualifier"
27,4,"Mihai06","Overtaken","FErEx","zHzbM","Franks","Saracens","Mihai06","Overtaken","Slopes",2024-01-27 15:00:00,"2024-02-09 09:09:47","Franks","Saracens","Qualifier"
28,1,"Vinchester","Dark","FnnXz","CPNhW","Incas","Slavs","Vinchester","Dark","Arabia",2024-02-05 13:00:00,"2024-02-09 09:09:47","Incas","Slavs","Qualifier"
28,2,"Vinchester","Dark","FnnXz","CPNhW","Armenians","Vikings","Vinchester","Dark","Islands",2024-02-05 13:00:00,"2024-02-09 09:09:47","Armenians","Vikings","Qualifier"
28,3,"Vinchester","Dark","FnnXz","CPNhW","Huns","Japanese","Vinchester","Dark","Cross",2024-02-05 13:00:00,"2024-02-09 09:09:47","Huns","Japanese","Qualifier"
29,1,"Margougou","Mihai06","kWKqg","bQGzi","Malay","Bengalis","Mihai06","Margougou","Quarry",2024-02-06 14:00:00,"2024-02-09 09:09:47","Bengalis","Malay","Qualifier"
29,2,"Margougou","Mihai06","kWKqg","bQGzi","Hindustanis","Georgians","Margougou","Mihai06","Gold Rush",2024-02-06 14:00:00,"2024-02-09 09:09:47","Hindustanis","Georgians","Qualifier"
29,3,"Margougou","Mihai06","kWKqg","bQGzi","Vikings","Armenians","Mihai06","Margougou","Islands",2024-02-06 14:00:00,"2024-02-09 09:09:47","Armenians","Vikings","Qualifier"
29,4,"Margougou","Mihai06","kWKqg","bQGzi","Byzantines","Franks","Mihai06","Margougou","Slopes",2024-02-06 14:00:00,"2024-02-09 09:09:47","Franks","Byzantines","Qualifier"
30,1,"Vinchester","Mihai06","oWzom","EeXBh","Tatars","Incas",NA,NA,"Arabia",2024-02-09 14:00:10,"2024-02-09 09:09:47",NA,NA,"Qualifier"
31,1,"Barles","Mr L'amore","AYLdp","ypAvl","Bohemians","Georgians","Barles","Mr L'amore","Gold Rush",2024-01-24 19:00:00,"2024-02-09 09:09:47","Bohemians","Georgians","Qualifier"
31,2,"Barles","Mr L'amore","AYLdp","ypAvl","Malay","Japanese","Barles","Mr L'amore","Cross",2024-01-24 19:00:00,"2024-02-09 09:09:47","Malay","Japanese","Qualifier"
32,1,"Tomate","Thành Cổ Quảng Trị","EWiUX","NCQxY","Gurjaras","Franks","Thành Cổ Quảng Trị","Tomate","Slopes",2024-01-24 17:00:00,"2024-02-09 09:09:47","Franks","Gurjaras","Qualifier"
32,2,"Tomate","Thành Cổ Quảng Trị","EWiUX","NCQxY","Byzantines","Malians","Thành Cổ Quảng Trị","Tomate","Cross",2024-01-24 17:00:00,"2024-02-09 09:09:47","Malians","Byzantines","Qualifier"
33,1,"Daniel","Blackheart","wCRGl","CDQJQ","Magyars","Vietnamese","Daniel","Blackheart","Slopes",2024-01-21 13:00:30,"2024-02-09 09:09:47","Magyars","Vietnamese","Qualifier"
33,2,"Daniel","Blackheart","wCRGl","CDQJQ","Khmer","Portuguese","Daniel","Blackheart","Gold Rush",2024-01-21 13:00:30,"2024-02-09 09:09:47","Khmer","Portuguese","Qualifier"
34,1,"slam","The Illusionist","SvwQp","PFqbZ","Khmer","Chinese","slam","The Illusionist","Mudflow",2024-01-25 19:00:00,"2024-02-09 09:09:47","Khmer","Chinese","Qualifier"
34,2,"slam","The Illusionist","SvwQp","PFqbZ","Gurjaras","Georgians","slam","The Illusionist","Gold Rush",2024-01-25 19:00:00,"2024-02-09 09:09:47","Gurjaras","Georgians","Qualifier"
35,1,"dogao","Lewis333","BDAJM","WoJKJ","Chinese","Teutons","dogao","Lewis333","Mudflow",2024-01-26 21:00:00,"2024-02-09 09:09:47","Chinese","Teutons","Qualifier"
35,2,"dogao","Lewis333","BDAJM","WoJKJ","Hindustanis","Persians","dogao","Lewis333","Gold Rush",2024-01-26 21:00:00,"2024-02-09 09:09:47","Hindustanis","Persians","Qualifier"
36,1,"Biry","Andre_2i","jjuJr","IcLUO","Romans","Saracens","Andre_2i","Biry","Slopes",2024-01-24 19:00:00,"2024-02-09 09:09:47","Saracens","Romans","Qualifier"
36,2,"Biry","Andre_2i","jjuJr","IcLUO","Goths","Armenians","Andre_2i","Biry","Mudflow",2024-01-24 19:00:00,"2024-02-09 09:09:47","Armenians","Goths","Qualifier"
37,1,"Running","Rusher","Tjlwn","LPaIu","Persians","Gurjaras","Running","Rusher","Arabia",2024-01-26 20:00:00,"2024-02-09 09:09:47","Persians","Gurjaras","Qualifier"
37,2,"Running","Rusher","Tjlwn","LPaIu","Mongols","Goths","Running","Rusher","Quarry",2024-01-26 20:00:00,"2024-02-09 09:09:47","Mongols","Goths","Qualifier"
38,1,"st4rk","Emil","QnAso","efnBY","Vietnamese","Portuguese","st4rk","Emil","Arabia",2024-01-23 15:00:00,"2024-02-09 09:09:47","Vietnamese","Portuguese","Qualifier"
38,2,"st4rk","Emil","QnAso","efnBY","Byzantines","Mongols","Emil","st4rk","Slopes",2024-01-23 15:00:00,"2024-02-09 09:09:47","Mongols","Byzantines","Qualifier"
38,3,"st4rk","Emil","QnAso","efnBY","Italians","Malians","st4rk","Emil","Islands",2024-01-23 15:00:00,"2024-02-09 09:09:47","Italians","Malians","Qualifier"
39,1,"Barles","Thành Cổ Quảng Trị","uMOnU","lPHgP","Franks","Khmer","Thành Cổ Quảng Trị","Barles","Mudflow",2024-01-28 14:00:00,"2024-02-09 09:09:47","Khmer","Franks","Qualifier"
39,2,"Barles","Thành Cổ Quảng Trị","uMOnU","lPHgP","Burgundians","Berbers","Barles","Thành Cổ Quảng Trị","Gold Rush",2024-01-28 14:00:00,"2024-02-09 09:09:47","Burgundians","Berbers","Qualifier"
39,3,"Barles","Thành Cổ Quảng Trị","uMOnU","lPHgP","Portuguese","Vietnamese","Barles","Thành Cổ Quảng Trị","Arabia",2024-01-28 14:00:00,"2024-02-09 09:09:47","Portuguese","Vietnamese","Qualifier"
39,4,"Barles","Thành Cổ Quảng Trị","uMOnU","lPHgP","Magyars","Hindustanis","Barles","Thành Cổ Quảng Trị","Slopes",2024-01-28 14:00:00,"2024-02-09 09:09:47","Magyars","Hindustanis","Qualifier"
40,1,"Daniel","slam","bMJxd","uLWvz","Persians","Franks","slam","Daniel","Arabia",2024-01-27 18:00:15,"2024-02-09 09:09:47","Franks","Persians","Qualifier"
40,2,"Daniel","slam","bMJxd","uLWvz","Romans","Koreans","Daniel","slam","Mudflow",2024-01-27 18:00:15,"2024-02-09 09:09:47","Romans","Koreans","Qualifier"
40,3,"Daniel","slam","bMJxd","uLWvz","Bohemians","Malians","Daniel","slam","Quarry",2024-01-27 18:00:15,"2024-02-09 09:09:47","Bohemians","Malians","Qualifier"
40,4,"Daniel","slam","bMJxd","uLWvz","Khmer","Bohemians","Daniel","slam","Gold Rush",2024-01-27 18:00:15,"2024-02-09 09:09:47","Khmer","Bohemians","Qualifier"
41,1,"dogao","Andre_2i","LBNtS","LwiUU","Italians","Portuguese","dogao","Andre_2i","Islands",2024-01-30 17:00:00,"2024-02-09 09:09:47","Italians","Portuguese","Qualifier"
41,2,"dogao","Andre_2i","LBNtS","LwiUU","Byzantines","Berbers","dogao","Andre_2i","Slopes",2024-01-30 17:00:00,"2024-02-09 09:09:47","Byzantines","Berbers","Qualifier"
41,3,"dogao","Andre_2i","LBNtS","LwiUU","Vietnamese","Khmer","dogao","Andre_2i","Arabia",2024-01-30 17:00:00,"2024-02-09 09:09:47","Vietnamese","Khmer","Qualifier"
42,1,"Running","st4rk","mTQjl","tTlCU","Mongols","Vietnamese","st4rk","Running","Arabia",2024-01-29 20:00:00,"2024-02-09 09:09:47","Vietnamese","Mongols","Qualifier"
42,2,"Running","st4rk","mTQjl","tTlCU","Georgians","Hindustanis","st4rk","Running","Gold Rush",2024-01-29 20:00:00,"2024-02-09 09:09:47","Hindustanis","Georgians","Qualifier"
42,3,"Running","st4rk","mTQjl","tTlCU","Japanese","Romans","st4rk","Running","Mudflow",2024-01-29 20:00:00,"2024-02-09 09:09:47","Romans","Japanese","Qualifier"
43,1,"Barles","Daniel","Qatot","jWuhu","Georgians","Malians","Daniel","Barles","Gold Rush",2024-02-04 15:00:00,"2024-02-09 09:09:47","Malians","Georgians","Qualifier"
43,2,"Barles","Daniel","Qatot","jWuhu","Spanish","Malay","Barles","Daniel","Quarry",2024-02-04 15:00:00,"2024-02-09 09:09:47","Spanish","Malay","Qualifier"
43,3,"Barles","Daniel","Qatot","jWuhu","Byzantines","Persians","Barles","Daniel","Cross",2024-02-04 15:00:00,"2024-02-09 09:09:47","Byzantines","Persians","Qualifier"
43,4,"Barles","Daniel","Qatot","jWuhu","Magyars","Hindustanis","Barles","Daniel","Slopes",2024-02-04 15:00:00,"2024-02-09 09:09:47","Magyars","Hindustanis","Qualifier"
44,1,"dogao","st4rk","oQFiL","pnlZQ","Portuguese","Vietnamese","dogao","st4rk","Slopes",2024-02-03 18:00:00,"2024-02-09 09:09:47","Portuguese","Vietnamese","Qualifier"
44,2,"dogao","st4rk","oQFiL","pnlZQ","Persians","Hindustanis","st4rk","dogao","Gold Rush",2024-02-03 18:00:00,"2024-02-09 09:09:47","Hindustanis","Persians","Qualifier"
44,3,"dogao","st4rk","oQFiL","pnlZQ","Incas","Mayans","dogao","st4rk","Arabia",2024-02-03 18:00:00,"2024-02-09 09:09:47","Incas","Mayans","Qualifier"
44,4,"dogao","st4rk","oQFiL","pnlZQ","Dravidians","Byzantines","st4rk","dogao","Islands",2024-02-03 18:00:00,"2024-02-09 09:09:47","Byzantines","Dravidians","Qualifier"
44,5,"dogao","st4rk","oQFiL","pnlZQ","Chinese","Chinese","st4rk","dogao","Mudflow",2024-02-03 18:00:00,"2024-02-09 09:09:47","Chinese","Chinese","Qualifier"
45,NA,"Barles","st4rk",NA,NA,NA,NA,NA,NA,NA,2024-02-10 17:00:00,"2024-02-09 09:09:47",NA,NA,"Qualifier"
